Datasource:,https://walmart-open-data-walmarttech.opendata.arcgis.com/maps/walmarttech::walmart-store-status-web-map/about,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
OID_,businessunit_name,businessunit_number,businessunit_banner_description,businessunit_type_description,businessunit_isstoreopen,facilitydetails_location_locati,facilitydetails_location_loca_1,facilitydetails_location_loca_2,facilitydetails_location_loca_3,facilitydetails_location_loca_8,businessunit_status_code,op_status,Modified_Operating_Hours_,Pharmacy_open_to_public_,Fuel_Station_open_to_public_,bu_num,Grocery_delivery_service,Grocery_delivery_status,Online_grocery_pickup,Online_grocery_pickup_status
20294,VICTORIA TX,4194,WM Supercenter,Retail,1,4001 HOUSTON HIGHWAY,VICTORIA,VICTORIA,TX,77901-0000,2,Open,,Y,Y,4194,No,,Yes,Available
20295,CHOCTAW OK,4195,WM Supercenter,Retail,1,14185 MACK HARRINGTON DRIVE,CHOCTAW,OKLAHOMA,OK,73020-0000,2,Open,,Y,Y,4195,Yes,Available,Yes,Available
20296,AURORA LLIFF CO,4196,Neighborhood Market,Retail,1,15240 E ILIFF AVENUE,AURORA,ARAPAHOE,CO,80014-0000,2,Open,,Y,Y,4196,No,,No,
20297,ORLANDO ADANSON FL,4197,Neighborhood Market,Retail,1,902 LEE RD,ORLANDO,ORANGE,FL,32810-5538,2,Open,,Y,Y,4197,No,Available,No,Available
20298,OLATHE SOUTH KS,4198,Neighborhood Market,Retail,1,18555 W. 151ST ST,OLATHE,JOHNSON,KS,66062-0000,2,Open,,Y,Y,4198,No,,No,
20300,COFFEYVILLE KS,42,WM Supercenter,Retail,1,1863 CR 5300,COFFEYVILLE,MONTGOMERY,KS,67337-8301,5,Open,,Y,Y,42,No,,No,Available
20301,"WICHITA FALLS (N), TX",420,WM Supercenter,Retail,1,2700 CENTRAL FWY,WICHITA FALLS,WICHITA,TX,76306-2843,5,Open,,Y,Y,420,No,Available,Yes,Available
20302,"COLUMBUS (GATEWAY), GA",4200,WM Supercenter,Retail,1,6475 GATEWAY ROAD,COLUMBUS,MUSCOGEE,GA,31909-5636,2,Open,,Y,Y,4200,No,Available,No,Available
20303,"EDGEWOOD, NM",4201,WM Supercenter,Retail,1,66 STATE ROAD #344,EDGEWOOD,SANTA FE,NM,87015-6849,2,Open,,Y,Y,4201,No,,No,Available
20304,"ROSEVILLE, CA",4202,WM Supercenter,Retail,1,1400 LEAD HILL BLVD,ROSEVILLE,PLACER,CA,95661-2949,2,Open,,Y,Y,4202,No,,No,
20305,"FORT MOHAVE, AZ",4203,WM Supercenter,Retail,1,5210 S. HWY 95,FORT MOHAVE,MOHAVE,AZ,86426-9223,2,Open,,Y,Y,4203,No,,No,Available
20308,AUGUSTA GA,4206,Neighborhood Market,Retail,1,300 SOUTH BELAIR RD,AUGUSTA,COLUMBIA,GA,30907-0000,2,Open,,Y,Y,4206,No,,No,Available
20310,SALT LAKE CITY (E) UT,4208,WM Supercenter,Retail,1,2705 E PARLEYS WAY,SALT LAKE CITY,SALT LAKE,UT,84109-1619,2,Open,,Y,Y,4208,No,Available,No,Available
20311,"NEBRASKA CITY, NE",4209,WM Supercenter,Retail,1,2101 S 11TH ST,NEBRASKA CITY,OTOE,NE,68410-3481,2,Open,,Y,Y,4209,No,,No,Available
20312,DECATUR TX,421,WM Supercenter,Retail,1,800 S HIGHWAY 287,DECATUR,WISE,TX,76234-1656,5,Open,,Y,Y,421,No,,No,Available
20313,MOBILE UNIVERSITY AL,4210,Neighborhood Market,Retail,1,1300 NORTH UNIVERSITY,MOBILE,MOBILE,AL,36618-0000,2,Open,,Y,Y,4210,No,,No,
20314,"ORLANDO (CLARC/PINE), FL",4211,Neighborhood Market,Retail,1,5559 CLARCONA OCOEE RD,ORLANDO,ORANGE,FL,32810-4057,2,Open,,Y,Y,4211,No,,No,
20317,"PHOENIX (67TH), AZ",4214,Neighborhood Market,Retail,1,4214 TBA,PHOENIX,MARICOPA,AZ,85001-0000,0,Open,,,,4214,,,,
20318,"QUINLAN, TX",4215,WM Supercenter,Retail,1,8801 STATE HIGHWAY 34 S,QUINLAN,HUNT,TX,75474-9434,2,Open,,Y,Y,4215,No,Not Available,No,Available
20319,"COLUMBUS (N), IN",4216,WM Supercenter,Retail,1,2025 MERCHANT MILE,COLUMBUS,BARTHOLOMEW,IN,47201-1572,2,Open,,Y,Y,4216,No,,No,Available
20321,"SURPRISE (GREENWAY), AZ",4218,Neighborhood Market,Retail,1,15431 W GREENWAY RD,SURPRISE,MARICOPA,AZ,85374-4364,2,Open,,Y,Y,4218,No,,Yes,
20322,"BUDA, TX",4219,WM Supercenter,Retail,1,690 OLD SAN ANTONIO RD,BUDA,HAYS,TX,78610-8904,2,Open,,Y,Y,4219,No,Available,No,Available
20323,ROBINSON IL,422,WM Supercenter,Retail,1,1304 E MAIN ST,ROBINSON,CRAWFORD,IL,62454-3729,5,Open,,Y,Y,422,No,,No,Available
20324,"VIRGINIA BEACH (SE), VA",4220,Neighborhood Market,Retail,1,3201 HOLLAND RD,VIRGINIA BEACH,VIRGINIA BEACH CITY,VA,23453-2828,2,Open,,Y,Y,4220,No,,Yes,
20325,"CORNELIUS, OR",4221,WM Supercenter,Retail,1,220 N ADAIR ST,CORNELIUS,WASHINGTON,OR,97113-0000,2,Open,,Y,Y,4221,Yes,Available,Yes,Available
20327,"MARYVILLE, TN",4223,WM Supercenter,Retail,1,2410 US HIGHWAY 411 S,MARYVILLE,BLOUNT,TN,37801-8629,2,Open,,Y,Y,4223,No,Available,Yes,Available
20328,"CONOVER, NC",4224,WM Supercenter,Retail,1,201 ZELKOVA CT NW,CONOVER,CATAWBA,NC,28613-9377,2,Open,,Y,Y,4224,Yes,Available,Yes,Available
20330,"DUNLAP, TN",4226,WM Supercenter,Retail,1,16773 RANKIN AVE,DUNLAP,SEQUATCHIE,TN,37327-7021,2,Open,,Y,Y,4226,No,,Yes,
20334,PELHAM AL,423,WM Supercenter,Retail,1,630 COLONIAL PROMENADE PKWY,ALABASTER,SHELBY,AL,35007-3111,5,Open,,Y,Y,423,No,Available,No,Available
20335,"FORT WAYNE, IN",4230,WM Supercenter,Retail,1,10105 LIMA RD,FORT WAYNE,ALLEN,IN,46818-8657,2,Open,,Y,Y,4230,No,Available,No,Available
20336,"FORT WAYNE (S), IN",4231,WM Supercenter,Retail,1,7502 SOUTHTOWN CROSSING BLVD,FORT WAYNE,ALLEN,IN,46816-2515,2,Open,,Y,Y,4231,No,Available,Yes,Available
20337,"PHOENIX (P.V.), AZ",4232,WM Supercenter,Retail,1,4747 E CACTUS RD,PHOENIX,MARICOPA,AZ,85032-7725,2,Open,,Y,Y,4232,No,Available,No,
20338,"PHOENIX (67 & HAPPY), AZ",4233,Neighborhood Market,Retail,1,6550 WEST HAPPY VALLEY RD,PHOENIX,MARICOPA,AZ,85310-2614,2,Open,,Y,Y,4233,No,,Yes,
20340,"TERRE HAUTE, IN",4235,WM Supercenter,Retail,1,2399 S STATE ROAD 46,TERRE HAUTE,VIGO,IN,47803-9306,2,Open,,Y,Y,4235,No,Available,No,Available
20341,"PORT ORANGE (N), FL",4236,WM Supercenter,Retail,1,NEC OF NOVA & MADELINE,PORT ORANGE,VOLUSIA,FL,32129-0000,0,Open,,,,4236,,,,
20342,"INDIAN LAND, SC",4237,WM Supercenter,Retail,1,10048 CHARLOTTE HWY,INDIAN LAND,YORK,SC,29707-7135,2,Open,,Y,Y,4237,No,Not Available,Yes,Not Available
20343,"SANGER, CA",4238,WM Supercenter,Retail,1,2761 JENSEN AVE,SANGER,FRESNO,CA,93657-9797,2,Open,,Y,Y,4238,No,Available,No,Available
20344,"STEAD, NV",4239,WM Supercenter,Retail,1,250 VISTA KNOLL PARKWAY,RENO,WASHOE,NV,89506-5594,2,Open,,Y,Y,4239,No,Available,Yes,Available
20345,CLANTON AL,424,WM Supercenter,Retail,1,1415 7TH ST S,CLANTON,CHILTON,AL,35045-3746,5,Open,,Y,Y,424,No,Not Available,No,Available
20346,"HIGHLAND VILLAGE, TX",4240,WM Supercenter,Retail,1,3060 JUSTIN RD,HIGHLAND VILLAGE,DENTON,TX,75077-7047,2,Open,,Y,Y,4240,No,Not Available,No,Not Available
20347,"STILLWATER (SANGRE), OK",4241,WM Supercenter,Retail,1,4545 W 6TH AVE,STILLWATER,PAYNE,OK,74074-1523,2,Open,,Y,Y,4241,No,Available,No,Available
20349,"CLIO, MI",4243,WM Supercenter,Retail,1,11493 N LINDEN RD,CLIO,GENESEE,MI,48420-8586,2,Open,,Y,Y,4243,No,Available,Yes,Available
20350,"PARK RAPIDS, MN",4244,WM Supercenter,Retail,1,1303 CHARLES ST,PARK RAPIDS,HUBBARD,MN,56470-1241,2,Open,,Y,Y,4244,No,,No,
20352,"WADENA, MN",4246,WM Supercenter,Retail,1,100 JUNIPER AVE,WADENA,WADENA,MN,56482-1041,2,Open,,Y,Y,4246,No,,No,
20353,"HAVRE, MT",4247,WM Supercenter,Retail,1,3510 US HIGHWAY 2 W,HAVRE,HILL,MT,59501-6013,2,Open,,Y,Y,4247,No,,Yes,
20354,"CENTERTON, AR LND",4248,WM Supercenter,Retail,1,325 E. CENTERTON BLVD.,CENTERTON,BENTON,AR,72719-0000,0,Open,,,,4248,,,,
20355,"SMELTERVILLE, ID",4249,WM Supercenter,Retail,1,583 COMMERCE DRIVE,SMELTERVILLE,SHOSHONE,ID,83868-0000,2,Open,,Y,Y,4249,No,,No,
20356,"BRENT, AL",425,WM Supercenter,Retail,1,10675 HIGHWAY 5,BRENT,BIBB,AL,35034-3908,5,Open,,Y,Y,425,No,Available,Yes,Available
20357,"MORRISVILLE, NC",4250,WM Supercenter,Retail,1,1001 SHILOH GLENN DR,MORRISVILLE,WAKE,NC,27560-5416,2,Open,,Y,Y,4250,No,Available,No,Available
20359,"FLAGSTAFF, AZ",4252,WM Supercenter,Retail,1,2601 E HUNTINGTON DR,FLAGSTAFF,COCONINO,AZ,86004-8927,2,Open,,Y,Y,4252,No,,No,Available
20360,"SAUK CENTRE, MN",4253,WM Supercenter,Retail,1,205 12TH ST S,SAUK CENTRE,STEARNS,MN,56378-1614,2,Open,,Y,Y,4253,No,,No,Available
20362,"ELYRIA (S), OH",4255,WM Supercenter,Retail,1,1000 CHESTNUT COMMONS DR,ELYRIA,LORAIN,OH,44035-9602,2,Open,,Y,Y,4255,No,Available,Yes,Available
20363,"AMES (S), IA",4256,WM Supercenter,Retail,1,534 S DUFF AVE,AMES,STORY,IA,50010-6863,2,Open,,Y,Y,4256,No,Available,No,Available
20364,"AUSTIN, MN",4257,WM Supercenter,Retail,1,1000 18TH AVE NW,AUSTIN,MOWER,MN,55912-1853,2,Open,,Y,Y,4257,No,,No,Available
20365,"STAFFORD (S), VA",4258,WM Supercenter,Retail,1,11 VILLAGE PKWY,FREDERICKSBURG,STAFFORD,VA,22406-8207,2,Open,,Y,Y,4258,Yes,Available,Yes,Available
20366,"SHELBYVILLE, IL",4259,WM Supercenter,Retail,1,2607 W. MAIN ST.,SHELBYVILLE,SHELBY,IL,62565-1235,2,Open,,Y,Y,4259,No,,No,
20367,THE COLONY TX,426,WM Supercenter,Retail,1,4691 STATE HIGHWAY 121,COLONY,DENTON,TX,75056-4010,5,Open,,Y,Y,426,No,Available,No,Available
20368,"PORT ST LUCIE (SW), FL",4260,WM Supercenter,Retail,1,1850 SW GATLIN BLVD,PORT ST LUCIE,ST. LUCIE,FL,34953-2703,2,Open,,Y,Y,4260,No,Available,Yes,
20370,"THE VILLAGES (N), FL",4262,WM Supercenter,Retail,1,4085 WEDGEWOOD LN,THE VILLAGES,MARION,FL,32162-9329,2,Open,,Y,Y,4262,No,Available,Yes,Available
20372,"ORO VALLEY, AZ",4264,Neighborhood Market,Retail,1,7951 N ORACLE RD,ORO VALLEY,PIMA,AZ,85704-6346,2,Open,,Y,Y,4264,Yes,,Yes,Available
20378,GREENVILLE TX,427,WM Supercenter,Retail,1,7401 INTERSTATE HIGHWAY 30,GREENVILLE,HUNT,TX,75402-7121,5,Open,,Y,Y,427,No,,Yes,Available
20381,"LOGAN (S), UT",4272,WM Supercenter,Retail,1,1150 S 100 W,LOGAN,CACHE,UT,84321-5573,2,Open,,Y,Y,4272,No,,No,Available
20382,"LELAND, NC",4273,WM Supercenter,Retail,1,1112 NEW POINTE BLVD,LELAND,BRUNSWICK,NC,28451-4115,2,Open,,Y,Y,4273,No,Available,No,Available
20383,"LOWESVILLE, NC",4274,WM Supercenter,Retail,1,7131 HIGHWAY #73,DENVER,LINCOLN,NC,28037-9186,2,Open,,Y,Y,4274,No,,No,Available
20384,"PEORIA (75&T-BIRD), AZ",4275,Neighborhood Market,Retail,1,7421 WEST THUNDERBIRD ROAD,PEORIA,MARICOPA,AZ,85381-5036,2,Open,,Y,Y,4275,No,,Yes,
20385,"TAYLOR, PA",4276,WM Supercenter,Retail,1,1325 MAIN,TAYLOR,LACKAWANNA,PA,18517-1316,2,Open,,Y,Y,4276,No,,No,
20386,"HURRICANE, WV",4277,WM Supercenter,Retail,1,167 PROGRESS WAY,HURRICANE,PUTNAM,WV,25526-7450,2,Open,,Y,Y,4277,No,Available,No,Available
20387,"QUINCY, WV",4278,WM Supercenter,Retail,1,1001 WARRIOR WAY,QUINCY,KANAWHA,WV,25015-1300,2,Open,,Y,Y,4278,No,,No,
20388,"MIDLOTHIAN, TX",4279,WM Supercenter,Retail,1,400 N HIGHWAY 67,MIDLOTHIAN,ELLIS,TX,76065-8000,2,Open,,Y,Y,4279,No,Available,No,Available
20389,ZACHARY LA,428,WM Supercenter,Retail,1,5801 MAIN ST,ZACHARY,EAST BATON ROUGE,LA,70791-4028,5,Open,,Y,Y,428,No,Not Available,Yes,
20391,"LADYSMITH, WI",4281,WM Supercenter,Retail,1,800 W 10TH ST S,LADYSMITH,RUSK,WI,54848-6301,2,Open,,Y,Y,4281,No,,No,
20393,"COLUMBUS (AIRPORT), GA",4283,WM Supercenter,Retail,1,2801 AIRPORT THRUWAY,COLUMBUS,MUSCOGEE,GA,31909-5371,2,Open,,Y,Y,4283,No,Available,No,Available
20394,"LAKEWOOD (2ND ST), CO",4284,WM Supercenter,Retail,1,440 WADSWORTH BLVD,LAKEWOOD,JEFFERSON,CO,80226-1510,2,Open,,Y,Y,4284,No,,No,Available
20395,"CLEVELAND (SW), OH",4285,WM Supercenter,Retail,1,3400 STEELYARD DR,CLEVELAND,CUYAHOGA,OH,44109-2386,2,Open,,Y,Y,4285,No,,No,
20396,"MONTGOMERY, IL",4286,WM Supercenter,Retail,1,2000 ORCHARD RD,MONTGOMERY,KENDALL,IL,60538-1028,2,Open,,Y,Y,4286,No,Available,Yes,Available
20398,"BROOMFIELD, CO",4288,WM Supercenter,Retail,1,4651 W 121ST AVE,BROOMFIELD,JEFFERSON,CO,80020-5662,2,Open,,Y,Y,4288,No,Available,Yes,Available
20400,EDINBURG TX,429,WM Supercenter,Retail,1,1724 W UNIVERSITY DR,EDINBURG,HIDALGO,TX,78539-2848,5,Open,,Y,Y,429,No,,No,
20404,"PHOENIX (24TH), AZ",4293,Neighborhood Market,Retail,1,2435 E BASELINE RD,PHOENIX,MARICOPA,AZ,85042-7004,2,Open,,Y,Y,4293,No,,No,
20406,"ALEXANDRIA, LA",4295,WM Supercenter,Retail,1,6225 COLISEUM BLVD,ALEXANDRIA,RAPIDES,LA,71303-3721,2,Open,,Y,Y,4295,No,Available,Yes,Available
20409,"HOUSTON (REDSTONE), TX",4298,WM Supercenter,Retail,1,9235 N SAM HOUSTON PKWY E,HUMBLE,HARRIS,TX,77396-3160,2,Open,,Y,Y,4298,No,Available,No,Available
20410,"LUBBOCK (SW), TX",4299,WM Supercenter,Retail,1,6315 82ND ST,LUBBOCK,LUBBOCK,TX,79424-3681,2,Open,,Y,Y,4299,No,,Yes,Available
20411,JUNCTION CITY KS,43,WM Supercenter,Retail,1,521 E CHESTNUT ST,JUNCTION CITY,GEARY,KS,66441-9410,5,Open,,Y,Y,43,No,,No,Available
20412,MAYFIELD KY,430,WM Supercenter,Retail,1,1225 PARIS RD,MAYFIELD,GRAVES,KY,42066-4989,5,Open,,Y,Y,430,No,,No,Available
20416,MIAMI N CENTRAL FL,4303,WM Supercenter,Retail,1,3200 NW 79TH STREET,MIAMI,MIAMI-DADE,FL,33147-0000,2,Open,,Y,Y,4303,No,Not Available,Yes,Not Available
20420,"TUCSON (IRVINGTON), AZ",4307,WM Supercenter,Retail,1,4307 TBA,TUCSON,PIMA,AZ,85701-0000,0,Open,,,,4307,,,,
20422,"ORANGEVALE, CA",4309,WM Supercenter,Retail,1,8961 GREENBACK LN,ORANGEVALE,SACRAMENTO,CA,95662-4601,2,Open,,Y,Y,4309,No,Available,No,Available
20423,PADUCAH KY,431,WM Supercenter,Retail,1,3220 IRVIN COBB DR,PADUCAH,MCCRACKEN,KY,42003-0337,5,Open,,Y,Y,431,No,,No,Not Available
20431,"TEHACHAPI, CA",4317,WM Supercenter,Retail,1,400 TUCKER ROAD,TEHACHAPI,KERN,CA,93561-0000,2,Open,,Y,Y,4317,No,,No,Available
20432,"MILLBROOK, AL",4318,WM Supercenter,Retail,1,145 KELLEY BLVD,MILLBROOK,ELMORE,AL,36054-2200,2,Open,,Y,Y,4318,No,Available,No,Available
20434,TALLADEGA AL,432,WM Supercenter,Retail,1,214 HAYNES ST,TALLADEGA,TALLADEGA,AL,35160-2560,5,Open,,Y,Y,432,No,,No,Not Available
20436,"WICHITA (N), KS",4321,WM Supercenter,Retail,1,5475 N MERIDIAN AVE,WICHITA,SEDGWICK,KS,67204-1620,2,Open,,Y,Y,4321,No,Available,No,Available
20437,"CRETE, NE",4322,WM Supercenter,Retail,1,1800 E 29TH ST,CRETE,SALINE,NE,68333-3074,2,Open,,Y,Y,4322,No,,No,
20438,"KANKAKEE, IL",4323,WM Supercenter,Retail,1,505 RIVERSTONE PKWY,KANKAKEE,KANKAKEE,IL,60901-7207,2,Open,,Y,Y,4323,No,Available,No,Available
20439,"CHANDLER (COOPER), AZ",4324,Neighborhood Market,Retail,1,1900 E CHANDLER BLVD,CHANDLER,MARICOPA,AZ,85225-5113,2,Open,,Y,Y,4324,No,,No,Available
20440,"YUMA (FOOTHILLS), AZ",4325,WM Supercenter,Retail,1,8151 E 32ND ST,YUMA,YUMA,AZ,85365-8401,2,Open,,Y,Y,4325,No,Not Available,No,Not Available
20445,"HUNTSVILLE (N), AL",433,WM Supercenter,Retail,1,2200 SPARKMAN DR NW,HUNTSVILLE,MADISON,AL,35810-3820,5,Open,,Y,Y,433,No,,No,Available
20446,"CHELSEA, AL",4330,WM Supercenter,Retail,1,16077 HIGHWAY 280,CHELSEA,SHELBY,AL,35043-8410,2,Open,,Y,Y,4330,No,Available,No,Available
20448,"ORLANDO (TURKEY LAKE), FL",4332,WM Supercenter,Retail,1,8990 TURKEY LAKE RD,ORLANDO,ORANGE,FL,32819-7320,2,Open,,Y,Y,4332,No,,No,
20449,"FAIRHOPE, AL",4333,WM Supercenter,Retail,1,10040 COUNTY ROAD 48,FAIRHOPE,BALDWIN,AL,36532-4520,2,Open,,Y,Y,4333,No,,Yes,
20450,"WEAVERVILLE, NC",4334,WM Supercenter,Retail,1,25 NORTHRIDGE COMMONS PKWY,WEAVERVILLE,BUNCOMBE,NC,28787-7536,2,Open,,Y,Y,4334,No,Not Available,Yes,Not Available
20451,"FALCON (PEYTON), CO",4335,WM Supercenter,Retail,1,11550 MERIDIAN MARKET VW,FALCON,EL PASO,CO,80831-8233,2,Open,,Y,Y,4335,No,Available,Yes,Available
20452,"EL MIRAGE, AZ",4336,WM Supercenter,Retail,1,12900 W THUNDERBIRD RD,EL MIRAGE,MARICOPA,AZ,85335-5945,2,Open,,Y,Y,4336,No,,No,Available
20453,"SAN LUIS, AZ",4337,WM Supercenter,Retail,1,1613 NORTH MAIN STREET,SAN LUIS,YUMA,AZ,85349-0000,2,Open,,Y,Y,4337,No,,No,
20455,"NORTH LAS VEGAS(LOSEE),NV",4339,Neighborhood Market,Retail,1,5940 LOSEE RD,NORTH LAS VEGAS,CLARK,NV,89081-6591,2,Open,,Y,Y,4339,No,,No,Available
20456,"HUNTSVILLE, AL",434,WM Supercenter,Retail,1,11610 MEMORIAL PKWY SW,HUNTSVILLE,MADISON,AL,35803-2152,5,Open,,Y,Y,434,No,Available,Yes,Available
20457,"HESPERIA, CA",4340,WM Supercenter,Retail,1,13401 MAIN ST,HESPERIA,SAN BERNARDINO,CA,92345-0000,2,Open,,Y,Y,4340,No,Available,No,Available
20458,"TRUTH OR CONSEQUENCES, NM",4341,WM Supercenter,Retail,1,2001 H.R. ASHBAUGH DR.,TRUTH OR CONSEQUENCES,SIERRA,NM,87901-3715,2,Closed,,N,N,4341,No,,Yes,Available
20465,"ROARING SPRING, PA",4348,WM Supercenter,Retail,1,200 COMMERCE DR,DUNCANSVILLE,BLAIR,PA,16635-4845,2,Open,,Y,Y,4348,No,Available,Yes,Available
20467,HIGHLAND IL,435,WM Supercenter,Retail,1,12495 STATE ROUTE 143,HIGHLAND,MADISON,IL,62249-1099,5,Open,,Y,Y,435,No,,No,
20468,"KILMARNOCK, VA",4350,WM Supercenter,Retail,1,200 OLD FAIRGROUNDS WAY,KILMARNOCK,LANCASTER,VA,22482-3871,2,Open,,Y,Y,4350,No,,Yes,
20470,"FARGO (S), ND",4352,WM Supercenter,Retail,1,3757 55TH AVE S,FARGO,CASS,ND,58104-6365,2,Open,,Y,Y,4352,No,Available,No,Available
20472,"NAPLES (PINE), FL",4354,Neighborhood Market,Retail,1,5010 AIRPORT PULLING RD N,NAPLES,COLLIER,FL,34105-2407,2,Open,,Y,Y,4354,No,,Yes,
20473,Taylor AZ,4355,WM Supercenter,Retail,1,715 N. MAIN STREET,TAYLOR,NAVAJO,AZ,85939-0000,2,Open,,Y,Y,4355,Yes,Available,Yes,Available
20474,"LAS VEGAS (RAINBOW), NV",4356,WM Supercenter,Retail,1,7200 ARROYO CROSSING PKWY,LAS VEGAS,CLARK,NV,89113-4058,2,Open,,Y,Y,4356,No,Available,Yes,Available
20475,PENSACOLA PINEFOREST FL,4357,Neighborhood Market,Retail,1,6670 MOBILE HIGHWAY,PENSACOLA,ESCAMBIA,FL,32526-0000,2,Open,,Y,Y,4357,No,,No,Available
20476,"OMAHA (RANCH), NE",4358,WM Supercenter,Retail,1,1606 S 72ND ST,OMAHA,DOUGLAS,NE,68124-1600,2,Open,,Y,Y,4358,No,Available,No,Available
20477,"ANCHORAGE, AK",4359,WM Supercenter,Retail,1,7405 DEBARR ROAD,ANCHORAGE,ANCHORAGE BOROUGH,AK,99504-0000,2,Open,,Y,Y,4359,,,,
20478,CARLYLE IL,436,WM Supercenter,Retail,1,2591 12TH ST,CARLYLE,CLINTON,IL,62231-6499,5,Open,,Y,Y,436,No,,No,
20484,ORLANDO FL,4365,WM Supercenter,Retail,1,11930 NARCOOSSEE ROAD,ORLANDO,ORANGE,FL,32832-0000,2,Open,,Y,Y,4365,No,Available,No,Available
20485,"EL PASO (RESLER), TX",4366,Neighborhood Market,Retail,1,951 N RESLER DR,EL PASO,EL PASO,TX,79912-1452,2,Open,,Y,Y,4366,No,Available,No,Available
20486,TEXARKANA TX,4367,Neighborhood Market,Retail,1,3302 SUMMERHILL ROAD,TEXARKANA,BOWIE,TX,75503-0000,2,Open,,Y,Y,4367,Yes,Available,Yes,Available
20487,"OCALA (SE), FL",4368,WM Supercenter,Retail,1,34 BAHIA AVE,OCALA,MARION,FL,34472-2213,2,Open,,Y,Y,4368,No,Available,No,Available
20489,SEALY TX,437,WM Supercenter,Retail,1,310 OVERCREEK WAY,SEALY,AUSTIN,TX,77474-3799,5,Closed,,N,N,437,No,,No,Available
20490,"FERNLEY, NV",4370,WM Supercenter,Retail,1,1550 NEWLANDS DR E,FERNLEY,LYON,NV,89408-8910,2,Open,,Y,Y,4370,No,,No,Available
20491,TEXARKANA RICHMOND TX,4371,Neighborhood Market,Retail,1,3520 RICHMOND ROAD,TEXARKANA,BOWIE,TX,75503-0000,2,Open,,Y,Y,4371,No,Available,Yes,Available
20492,"KINGWOOD, WV",4372,WM Supercenter,Retail,1,100 WALMART DR,KINGWOOD,PRESTON,WV,26537-1143,2,Open,,Y,Y,4372,No,,No,
20493,WAKE VILLAGE TX,4373,Neighborhood Market,Retail,1,200 WAKE VILLAGE ROAD,WAKE VILLAGE,BOWIE,TX,75503-0000,2,Open,,Y,Y,4373,No,Not Available,Yes,Not Available
20494,"LITCHFIELD, MN",4374,WM Supercenter,Retail,1,2301 EAST FRONTAGE ROAD,LITCHFIELD,MEEKER,MN,55355-4563,2,Open,,Y,Y,4374,No,,No,Available
20495,SPRINGDALE DON TYSON WEST AR,4375,Neighborhood Market,Retail,1,4900 JENNIFER TERRACE,SPRINGDALE,WASHINGTON,AR,72762-0000,2,Open,,Y,Y,4375,Yes,,Yes,Available
20496,BENTONVILLE N. WALTON AR,4376,Neighborhood Market,Retail,1,1400 N WALTON BLVD,BENTONVILLE,BENTON,AR,72712-3722,2,Open,,Y,Y,4376,No,,Yes,Not Available
20497,"CRAIG, CO",4377,WM Supercenter,Retail,1,2000 W VICTORY WAY,CRAIG,MOFFAT,CO,81625-3440,2,Open,,Y,Y,4377,No,Available,No,Available
20498,"ONLEY, VA",4378,WM Supercenter,Retail,1,26036 LANKFORD HWY,ONLEY,ACCOMACK,VA,23418-3005,2,Open,,Y,Y,4378,No,,No,Available
20499,"COLUMBIA, SC",4379,WM Supercenter,Retail,1,1326 BUSH RIVER RD,COLUMBIA,RICHLAND,SC,29210-6804,2,Open,,Y,Y,4379,No,Not Available,No,Available
20500,BRECKENRIDGE TX,438,WM Supercenter,Retail,1,3800 W WALKER ST,BRECKENRIDGE,STEPHENS,TX,76424-3919,5,Open,,Y,Y,438,No,,Yes,
20501,"CORAL SPRINGS, FL",4380,Neighborhood Market,Retail,1,10635 W ATLANTIC BLVD,CORAL SPRINGS,BROWARD,FL,33071-5669,2,Open,,Y,Y,4380,No,,No,
20502,"BRANSON, MO",4381,WM Supercenter,Retail,1,1101 BRANSON HILLS PKWY,BRANSON,TANEY,MO,65616-9942,2,Open,,Y,Y,4381,No,,Yes,Available
20504,"DEARBORN, MI",4383,WM Supercenter,Retail,1,5851 MERCURY DR,DEARBORN,WAYNE,MI,48126-4161,2,Open,,Y,Y,4383,No,,No,
20505,"MOUNT PLEASANT (N), SC",4384,WM Supercenter,Retail,1,3000 PROPRIETORS PL,MOUNT PLEASANT,CHARLESTON,SC,29466-8361,2,Open,,Y,Y,4384,Yes,Available,Yes,Available
20508,"WORCESTER, MA",4387,WM Supercenter,Retail,1,25 TOBIAS BOLAND WAY,WORCESTER,WORCESTER,MA,01607-2103,2,Open,,Y,Y,4387,No,Available,Yes,Available
20509,WAYNESBORO NEW HOPE VA,4388,Neighborhood Market,Retail,1,1211 W BROAD ST STE A,WAYNESBORO,WAYNESBORO CITY,VA,22980-4326,2,Open,,Y,Y,4388,Yes,,Yes,Available
20510,"WOODSVILLE, NH",4389,WM Supercenter,Retail,1,4901 DARTMOUTH COLLEGE HWY,WOODSVILLE,GRAFTON,NH,03785-1412,2,Open,,Y,Y,4389,Yes,Available,Yes,Available
20512,ENID OK,4390,Neighborhood Market,Retail,1,1018 N. CLEVELAND STREET,ENID,GARFIELD,OK,73703-0000,2,Open,,Y,Y,4390,No,,No,Not Available
20514,"VICTORVILLE (W), CA",4392,WM Supercenter,Retail,1,12234 PALMDALE ROAD,VICTORVILLE,SAN BERNARDINO,CA,92392-0000,2,Open,,Y,Y,4392,No,Available,No,Available
